Date,Course,Percentage
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,MVP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,12%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,15%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,76%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,16%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,8%
2018-03-19,SCP,0%
2018-03-19,SCP,74%
2018-03-19,SCP,6%
2018-03-19,SCP,0%
2018-03-19,SCP,95%
2018-03-19,SCP,0%
2018-03-19,SCP,8%
2018-03-19,SCP,8%
2018-03-19,SCP,15%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,32%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,45%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,35%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,32%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,93%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,4%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,60%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,35%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,88%
2018-03-19,SCP,100%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,1%
2018-03-19,SCP,1%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,52%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,6%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,95%
2018-03-19,SCP,0%
2018-03-19,SCP,11%
2018-03-19,SCP,0%
2018-03-19,SCP,52%
2018-03-19,SCP,8%
2018-03-19,SCP,26%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,96%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,8%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,9%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,15%
2018-03-19,SCP,17%
2018-03-19,SCP,1%
2018-03-19,SCP,76%
2018-03-19,SCP,3%
2018-03-19,SCP,0%
2018-03-19,SCP,16%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,15%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,59%
2018-03-19,SCP,4%
2018-03-19,SCP,0%
2018-03-19,SCP,14%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,34%
2018-03-19,SCP,0%
2018-03-19,SCP,1%
2018-03-19,SCP,0%
2018-03-19,SCP,0%
2018-03-19,SCP,6%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,97%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,94%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,3%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,22%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,100%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,100%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
2018-03-19,ROBO,0%
